118512	96.0
TRINVMF128F4225927	126.99911
114728	200.0
112021	200.0
112638	200.0
114910	128.0
106734	171.0
112411	102.0
4164425	59.0
118607	180.0
TRPUUFG12903CE18F4	110.00544
117403	100.0
109419	200.0
111007	84.0
100816	168.0
109213	116.0
TRLCUYA128E0782BEB	128.97054
112203	100.0
118036	168.0
117021	172.0
1980637	144.0
TROADEL12903CA808C	70.02496
115939	172.0
TRISFXD128F932DC2D	91.1192
TRGQYCW12903CEA40F	132.00653
TRHORFG128E0793BEE	124.160255
TROEVTC128F92D4A57	128.02426
TRCUEPI128F4278E10	90.5672
1746628	125.0
TRATTTF128F42621FE	142.45506
106502	87.0
TRXRGRI128F428BCAF	80.00037
117939	200.0
TRPCSGV128F1497BC7	124.9094
104313	116.0
TRALRHI128F9306C00	124.98825
299847	128.0
108019	116.0
107929	87.0
297994	140.0
109909	177.0
115218	104.0
114714	128.0
112314	96.0
107334	116.0
111522	124.0
TRUXPBZ128F1492149	87.92549
TRRTKJR128F428577E	100.187744
TRHZJHM128F14ABBEF	131.61223
TRERZLG12903CBCB28	127.94539
5403134	130.0
116230	116.0
TREPPQO128F933ACF8	88.04378
TRUWTVZ128F933B980	122.62256
118004	124.0
TRJKFFP128F423E806	100.66089
TRGXDLL128F14A26B0	141.03564
109014	128.0
536497	123.0
114715	128.0
113507	84.0
110821	100.0
TRREIPS128F427424F	102.001465
TRPFNLG12903CF1131	96.520905
TRTYJYN128F14A6E0E	150.26192
117317	116.0
TRTODYW128F4282A13	110.99115
TRGZRTE128F93337B1	131.21796
TRVLKNP128F92ECDFD	129.12825
112921	92.0
5888808	172.0
3830951	128.0
TRVTSWO128F932D868	99.99061
TRPZNWV128F92F0F1C	74.48038
299977	121.0
TRXFTSO128F1477E10	113.86943
3377570	138.0
TRHCNPF128F425DB74	111.97686
114727	116.0
106807	100.0
TRVKZQX128F4267EC6	82.32665
118320	177.0
TRFHCVW128E078EB45	97.97975
TRHUTNF128F424B7DD	99.99061
118737	124.0
108301	116.0
TRCIXSN128EF342BAC	151.68134
TRFEQLZ128F930D28C	107.915726
TRWRBVI128EF34E59A	109.09859
118038	172.0
107815	200.0
111113	112.0
115901	100.0
TREFTXG128F428D87B	111.26715
TRJDTVI12903CD0CBC	146.00363
TRJSUCX128F1455295	125.93453
1544667	128.0
115917	124.0
114520	172.0
118109	128.0
106735	174.0
TRTBOIW128F424D514	111.109436
1759353	138.0
117013	168.0
TRZSLAK128F149F9B0	130.0351
5466977	137.0
112702	84.0
115714	204.0
117931	112.0
113911	120.0
107907	200.0
TRFCESU128F931FBAB	115.01285
656533	127.0
118723	87.0
118015	100.0
118708	116.0
106521	87.0
114608	100.0
TRRHOAV128F42431FA	80.986084
TRPVJUH12903CB23DB	124.35739
TRRUHQZ128F424EF19	108.9803
TREUXLO128F14A35E2	146.04306
TRMPXRF128F93030E5	108.9803
TRQFDTG128F932FE66	139.97108
TRCEUDN128F92CB55F	99.99061
TRRQFCW128F92E0F59	122.97741
113502	87.0
TRJLPOH128F425A072	129.79854
107712	208.0
TRTUCHS128F1459CF2	96.28433
116302	100.0
106737	174.0
1971434	128.0
111321	87.0
106820	172.0
111222	124.0
633283	135.0
4149415	180.0
TRBUYMR128F427D59A	108.9803
1338256	95.0
108313	200.0
TRAPPUJ128F931B3D1	151.28705
111709	92.0
112833	177.0
TRSXXGN128F4276A6E	127.03854
110627	112.0
113418	168.0
117121	174.0
TRKOGMQ128F93089DC	102.040886
TRUPVJB128F9302C41	103.026596
TRRAHLG128F4290512	148.40877
TRKAHZB128E078ECA2	102.080315
111307	116.0
117937	200.0
113013	128.0
TRTVBIA128F14ACF89	96.481476
6220367	126.0
110437	124.0
112538	87.0
114009	128.0
118102	87.0
110126	87.0
TRYJLOX128E0780FAE	90.015205
TRXKMBS128F148B64D	112.174
112309	124.0
112317	100.0
112311	124.0
114407	87.0
116111	120.0
TRKUOUZ12903CD2F47	127.98483
106722	112.0
113217	116.0
TRYNQCQ128F931D3EF	128.1031
333831	135.0
110133	84.0
116215	128.0
TREUEIN128F92E81DB	127.03854
112909	124.0
TRBAAAB128F429240F	129.95624
TRPQOJY128F92C94BE	124.98825
TRWWEXE128F92DA614	76.0181
107513	172.0
115937	172.0
111718	88.0
118026	100.0
TRAYPGQ12903CD825B	99.04433
115202	124.0
TRPJQRF128F429C5F7	126.44711
TRPLPQU12903CF2A1E	124.00254
115922	92.0
TRDFCPJ128F4280A90	129.2071
116130	100.0
TRBDIMI128F4227E39	127.90597
TRQILVS128F9341FDB	81.53808
299834	128.0
111936	160.0
4096403	136.0
TRPZDBB12903CC4E8E	70.06439
113615	124.0
117019	172.0
114308	120.0
114021	200.0
4623197	174.0
TRJNBNS128F1469054	98.65004
TRKITTM128F930C070	83.35179
TRJAHZJ128F148598F	126.24996
115731	177.0
3737315	100.0
TRXGKNK128F92D7A19	110.24201
113610	102.0
109826	104.0
112406	102.0
TRHHPWX128F14626B1	123.01683
287952	140.0
106507	128.0
3831965	88.0
TRPHYVM12903CADABD	86.74264
114701	87.0
108027	87.0
114718	128.0
TRFIUKA128F42644AA	123.29284
117704	84.0
112508	125.0
TRPUNMZ12903CBA48B	129.40424
110722	96.0
112525	100.0
113938	172.0
TRUAAOZ12903CBEB36	149.98592
107511	124.0
106812	100.0
1810291	145.0
117216	102.0
116312	124.0
TRAFMGH128C719646F	88.083206
116401	84.0
TRRORHF128E0786C6F	90.21234
TRYQBWX128F9326C8C	125.973976
114410	84.0
TRNFDBH128F4246428	57.368427
116233	200.0
111937	168.0
118412	124.0
107335	168.0
113539	204.0
5106232	150.0
TRYWNSR128F1487655	81.22266
TRRSKRE128F92CA523	95.614044
457131	130.0
TRFGJTN128E0787916	124.00254
TRYMLMM12903D05FD3	101.29174
TRBZFDK128EF35A246	108.03401
113828	80.0
TROWRXO128F1469885	96.166046
TRQDYZU12903CEB310	126.99911
5359592	128.0
111508	102.0
110003	100.0
TRJSFMS128F92E2FDF	123.88427
TRYBUFT128E078A906	127.94539
118839	176.0
116601	202.0
TRWQWQJ12903CA6BAC	129.00996
297608	129.0
117705	87.0
297580	130.0
TRUKZDP128F42739E9	124.83055
113904	100.0
25185	128.0
108806	100.0
TRAFEPC128F4237505	99.872314
110720	88.0
112930	172.0
TRPNSPK128F933419E	122.74083
117736	200.0
115707	116.0
TRDZLBR12903CC9C5B	107.36373
TRTSZZK128F1470FC0	87.88606
109413	177.0
TRXIKKY128F14832EB	69.39411
297890	129.0
112712	177.0
118020	100.0
TRXSIKC128F4259921	70.97125
TRKFCBZ128F4247195	124.98825
115411	115.0
TRYAJZI128F42727D5	100.069466
113619	124.0
TRBPKZQ128F145850B	109.65058
117911	87.0
118039	172.0
297615	129.0
TRZDMGF128F14655CA	88.04378
116716	172.0
113924	100.0
4464873	123.0
TRHWDNU128F4279A2F	109.966
TRNQOGC128F93171EE	126.95968
116811	172.0
297536	125.0
118831	104.0
TRJXGBX128F4293BDC	114.46086
TRCSSUZ128F148E2DE	106.7723
113702	116.0
TRCFEBF128F9309B85	107.00887
117022	172.0
117922	177.0
TRFGZBX128F14592BF	112.33171
107806	85.0
TRSBENT128F92E2E04	110.20258
TRRLIJU128F92FA9AE	107.99459
108228	87.0
TRHDATZ128E07930B2	144.07164
3906152	160.0
116710	124.0
TRNYVKL128F931BFF1	70.81354
TRIQDYV12903CBD7D1	129.99567
TRBQKAT128F428C405	128.02426
112806	116.0
TRZECNN128F42387C2	139.3008
115426	128.0
110119	84.0
5497219	124.0
5428785	160.0
116515	133.0
1958760	125.0
4741346	140.0
TRYQZRP128F424CA04	124.98825
107923	87.0
116822	204.0
110430	87.0
108020	116.0
117825	96.0
TRAJKQZ128F1465490	99.0049
297756	126.0
299835	133.0
TRTLFHT128F148A281	88.00435
TRHYQPO128F930F925	82.36607
TRUFXWA128F42395B1	127.787674
118119	200.0
TRNHUXB128F426238D	124.98825
TRWJESO128F429A513	76.0181
112615	128.0
115804	84.0
109818	124.0
113642	172.0
115812	128.0
TRNIHCJ128F4254B93	97.94032
106301	102.0
118209	96.0
TRPFSDA128F425C961	128.06367
112206	102.0
4111004	138.0
3655850	130.0
111403	84.0
106620	177.0
116119	124.0
TRKLSHC128F92DD46E	110.00544
114508	124.0
TRKHKME128F429F813	100.62146
TRZGKPC128F14A43CB	91.59235
4885376	128.0
114124	200.0
109615	204.0
118816	124.0
110715	124.0
TRSETGY12903CB2B61	129.99567
TRSILYV12903CE0953	123.01683
TRSPCKL128F931CC84	127.98483
110113	84.0
111816	200.0
2754261	135.0
111427	116.0
104713	116.0
657010	130.0
115809	84.0
TRRCFSV128F92E6644	90.13349
109718	76.0
TRVBNHI128F14622A1	110.00544
TRCQRXS128F14565A0	137.99965
106813	100.0
104215	116.0
110320	200.0
111916	124.0
112401	96.0
TRBIBLJ12903CCF436	121.912834
111525	96.0
115226	104.0
110336	200.0
112441	172.0
116322	172.0
TRORPFX128E07850B5	110.00544
TRDBHBV12903CCFBC5	129.99567
TRELEIT128F9310C16	121.40027
115304	87.0
TRGUHIY12903CB2A16	131.53339
111921	96.0
112516	100.0
TRXTWRG128F4259C00	81.26208
107515	172.0
4292533	134.0
113017	174.0
118619	200.0
111524	92.0
TRKEHKT128F42436DB	74.67753
TRGWWRE128E0781CDE	81.10436
116114	124.0
110921	172.0
106319	172.0
118420	124.0
TRENNLG128F934324D	89.97578
113631	96.0
TRKKSAK128F9300734	129.99567
110601	87.0
111414	87.0
TRNVRPZ128E0782C51	129.00996
TRXCSVU128F4294733	127.35397
TRTMUVU128F14694F1	101.84375
107826	116.0
TRCGIDO128F42B31EF	129.95624
1402876	92.0
TRUVQOP128F425A050	128.6551
118813	124.0
108009	200.0
110231	116.0
TRVPMAE128F9334013	130.94196
113202	102.0
298763	120.0
